id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
2932,FMSR,medium_airport,Morombe Airport,-21.753837,43.374753,16.0,AF,MG,MG-U,Morombe,no,FMSR,MXM,FMSR,,,https://en.wikipedia.org/wiki/Morombe_Airport,
2933,FMST,medium_airport,Toliara Airport,-23.3834,43.7285,29.0,AF,MG,MG-U,Toliara,yes,FMST,TLE,FMST,,,https://en.wikipedia.org/wiki/Toliara_Airport,
2934,FNBC,medium_airport,Mbanza Congo Airport,-6.269899845123291,14.246999740600586,1860.0,AF,AO,AO-ZAI,Mbanza Congo,yes,FNBC,SSY,FNBC,,,https://en.wikipedia.org/wiki/Mbanza_Congo_Airport,
2935,FNBG,medium_airport,Benguela 17th of September Airport,-12.609,13.4037,118.0,AF,AO,AO-BGU,Benguela,no,FNBG,BUG,FNBG,,,https://en.wikipedia.org/wiki/Benguela_Airport,"Aeroporto 17 de Setembro, Gen. V. Deslandes Airport"
312665,FNBJ,medium_airport,Dr. Antonio Agostinho Neto International Airport,-9.050734,13.499078,550.0,AF,AO,AO-LUA,Luanda (Ícolo e Bengo),no,FNBJ,NBJ,FNBJ,,,https://en.wikipedia.org/wiki/Angola_International_Airport,Novo Aeroporto Internacional de Luanda
2936,FNCA,medium_airport,Cabinda Airport,-5.59699010848999,12.188400268554688,66.0,AF,AO,AO-CAB,Cabinda,yes,FNCA,CAB,FNCA,,,https://en.wikipedia.org/wiki/Cabinda_Airport,
30813,FNCT,medium_airport,Catumbela Airport,-12.4792,13.4869,23.0,AF,AO,AO-BGU,Catumbela,yes,FNCT,CBT,FNCT,,,https://en.wikipedia.org/wiki/Catumbela_Airport,
2937,FNDU,medium_airport,Dundo Airport,-7.400889873504639,20.818500518798828,2451.0,AF,AO,AO-LNO,Chitato,yes,FNDU,DUE,FNDU,,,https://en.wikipedia.org/wiki/Dundo_Airport,
2938,FNGI,medium_airport,Ngjiva Pereira Airport,-17.0435009003,15.683799743700002,3566.0,AF,AO,AO-CNN,Ngiva,yes,FNGI,VPE,FNGI,,,https://en.wikipedia.org/wiki/Ondjiva_Pereira_Airport,"Ngiva Airport, NGV, Ondjiva, 11 de Novembro"
2939,FNHU,medium_airport,Nova Lisboa Airport,-12.808899879455566,15.760499954223633,5587.0,AF,AO,AO-HUA,Huambo,yes,FNHU,NOV,FNHU,,,https://en.wikipedia.org/wiki/Nova_Lisboa_Airport,Nova Lisbo Airport
2940,FNKU,medium_airport,Kuito Airport,-12.404600143433,16.947399139404,5618.0,AF,AO,AO-BIE,Kuito,no,FNKU,SVP,FNKU,,,https://en.wikipedia.org/wiki/Kuito_Airport,
2942,FNLU,large_airport,Quatro de Fevereiro International Airport,-8.85837,13.2312,243.0,AF,AO,AO-LUA,Luanda,yes,FNLU,LAD,FNLU,,,https://en.wikipedia.org/wiki/Quatro_de_Fevereiro_Airport,4 de Fevereiro
2944,FNMA,medium_airport,Malanje Airport,-9.525090217590332,16.312400817871094,3868.0,AF,AO,AO-MAL,Malanje,yes,FNMA,MEG,FNMA,,,https://en.wikipedia.org/wiki/Malanje_Airport,
2945,FNME,medium_airport,Menongue Airport,-14.657600402832031,17.71980094909668,4469.0,AF,AO,AO-CCU,Menongue,yes,FNME,SPP,FNME,,,https://en.wikipedia.org/wiki/Menongue_Airport,
2946,FNMO,medium_airport,Welwitschia Mirabilis International Airport,-15.2612,12.1468,210.0,AF,AO,AO-NAM,Moçâmedes,yes,FNMO,MSZ,FNMO,,,https://en.wikipedia.org/wiki/Welwitschia_Mirabilis_Airport,"Moçâmedes, Namibe, Yuri Gagarin"
2947,FNNG,medium_airport,Negage Airport,-7.754509925842285,15.287699699401855,4105.0,AF,AO,AO-UIG,Negage,yes,FNNG,GXG,FNNG,,,https://en.wikipedia.org/wiki/Negage_Airport,
2948,FNPA,medium_airport,Porto Amboim Airport,-10.722,13.7655,16.0,AF,AO,AO-CUS,Port Amboim,no,FNPA,PBN,FNPA,,,https://en.wikipedia.org/wiki/Porto_Amboim_Airport,
2949,FNSA,medium_airport,Saurimo Airport,-9.68907,20.4319,3584.0,AF,AO,AO-LSU,Saurimo,no,FNSA,VHC,FNSA,,,https://en.wikipedia.org/wiki/Saurimo_Airport,
2950,FNSO,medium_airport,Soyo Airport,-6.141089916229248,12.371800422668455,15.0,AF,AO,AO-ZAI,Soyo,yes,FNSO,SZA,FNSO,,,https://en.wikipedia.org/wiki/Soyo_Airport,
2951,FNSU,medium_airport,Sumbe Airport,-11.1679,13.8475,36.0,AF,AO,AO-CUS,Sumbe,no,FNSU,NDD,FNSU,,,https://en.wikipedia.org/wiki/Sumbe_Airport,
2952,FNUB,medium_airport,Lubango Airport,-14.924699783325195,13.574999809265137,5778.0,AF,AO,AO-HUI,Lubango,yes,FNUB,SDD,FNUB,,,https://en.wikipedia.org/wiki/Lubango_Airport,
2953,FNUE,medium_airport,Luena Airport,-11.7681,19.897699,4360.0,AF,AO,AO-MOX,Luena,no,FNUE,LUO,FNUE,,,https://en.wikipedia.org/wiki/Luena_Airport,
2954,FNUG,medium_airport,Uige Airport,-7.60307,15.0278,2720.0,AF,AO,AO-UIG,Uige,no,FNUG,UGO,FNUG,,,https://en.wikipedia.org/wiki/U%C3%ADge_Airport,
2955,FNXA,medium_airport,Xangongo Airport,-16.755399703979492,14.965299606323242,3635.0,AF,AO,AO-CNN,Xangongo,no,FNXA,XGN,FNXA,,,https://en.wikipedia.org/wiki/Xangongo_Airport,
2957,FOGK,medium_airport,Koulamoutou Mabimbi Airport,-1.18461,12.4413,1070.0,AF,GA,GA-7,Koulamoutou,no,FOGK,KOU,FOGK,,,https://en.wikipedia.org/wiki/Koula_Moutou_Airport,"Koula Moutou, FO23, Koulamouton/Mabimbi"
2958,FOGM,medium_airport,Mouilla Ville Airport,-1.84514,11.0567,295.0,AF,GA,GA-4,Mouila,no,FOGM,MJL,FOGM,,,https://en.wikipedia.org/wiki/Mouila_Airport,
2959,FOGO,medium_airport,Oyem Airport,1.5431100130081177,11.58139991760254,2158.0,AF,GA,GA-9,Oyem,yes,FOGO,OYE,FOGO,,,https://en.wikipedia.org/wiki/Oyem_Airport,
2960,FOGQ,medium_airport,Okondja Airport,-0.665214,13.6731,1325.0,AF,GA,GA-2,Okondja,no,FOGQ,OKN,FOGQ,,,https://en.wikipedia.org/wiki/Okondja_Airport,
2961,FOGR,medium_airport,Lambarene Airport,-0.704389,10.2457,82.0,AF,GA,GA-3,Lambarene,no,FOGR,LBQ,FOGR,,,https://en.wikipedia.org/wiki/Lambar%C3%A9n%C3%A9_Airport,
2962,FOOB,medium_airport,Bitam Airport,2.07564,11.4932,1969.0,AF,GA,GA-9,Bitam,no,FOOB,BMM,FOOB,,,https://en.wikipedia.org/wiki/Bitam_Airport,
2963,FOOG,medium_airport,Port Gentil Airport,-0.7117390036582947,8.754380226135254,13.0,AF,GA,GA-8,Port Gentil,yes,FOOG,POG,FOOG,,,https://en.wikipedia.org/wiki/Port-Gentil_International_Airport,
2964,FOOH,medium_airport,Omboue Hospital Airport,-1.57473,9.26269,33.0,AF,GA,GA-8,Omboue,no,FOOH,OMB,FOOH,,,https://en.wikipedia.org/wiki/Ombou%C3%A9_Hospital_Airport,
2965,FOOK,medium_airport,Makokou Airport,0.5792109966278076,12.890899658203123,1726.0,AF,GA,GA-6,Makokou,yes,FOOK,MKU,FOOK,,,https://en.wikipedia.org/wiki/Makokou_Airport,
2966,FOOL,medium_airport,Libreville Leon M'ba International Airport,0.458600014448,9.4122800827,39.0,AF,GA,GA-1,Libreville,yes,FOOL,LBV,FOOL,,http://www.adlgabon.com,https://en.wikipedia.org/wiki/Libreville_International_Airport,
2967,FOON,medium_airport,M'Vengue El Hadj Omar Bongo Ondimba International Airport,-1.6561599969863892,13.437999725341797,1450.0,AF,GA,GA-2,Franceville,yes,FOON,MVB,FOON,,,https://en.wikipedia.org/wiki/M'Vengue_El_Hadj_Omar_Bongo_Ondimba_International_Airport,
2968,FPPR,medium_airport,Principe Airport,1.66294,7.41174,591.0,AF,ST,ST-P,São Tomé & Príncipe,yes,FPPR,PCP,FPPR,,,https://en.wikipedia.org/wiki/Pr%C3%ADncipe_Airport,
2969,FPST,large_airport,São Tomé International Airport,0.378175,6.71215,33.0,AF,ST,ST-01,São Tomé,yes,FPST,TMS,FPST,,,https://en.wikipedia.org/wiki/S%C3%A3o_Tom%C3%A9_International_Airport,
2970,FQBR,medium_airport,Beira Airport,-19.7964,34.9076,33.0,AF,MZ,MZ-S,Beira,yes,FQBR,BEW,FQBR,,,https://en.wikipedia.org/wiki/Beira_Airport,
2971,FQCH,medium_airport,Chimoio Airport,-19.15130043029785,33.42900085449219,2287.0,AF,MZ,MZ-B,Chimoio,yes,FQCH,VPY,FQCH,,,https://en.wikipedia.org/wiki/Chimoio_Airport,
2972,FQIN,medium_airport,Inhambane Airport,-23.8764,35.408501,30.0,AF,MZ,MZ-I,Inhambane,yes,FQIN,INH,FQIN,,,https://en.wikipedia.org/wiki/Inhambane_Airport,
2973,FQLC,medium_airport,Lichinga Airport,-13.274,35.2663,4505.0,AF,MZ,MZ-A,Lichinga,yes,FQLC,VXC,FQLC,,,https://en.wikipedia.org/wiki/Lichinga_Airport,
2975,FQMA,large_airport,Maputo Airport,-25.920799,32.572601,145.0,AF,MZ,MZ-MPM,Maputo,yes,FQMA,MPM,FQMA,,,https://en.wikipedia.org/wiki/Maputo_International_Airport,
2976,FQMD,medium_airport,Mueda Airport,-11.6729,39.563099,2789.0,AF,MZ,MZ-P,Mueda,no,FQMD,MUD,FQMD,,,https://en.wikipedia.org/wiki/Mueda_Airport,
2977,FQMP,medium_airport,Mocímboa da Praia Airport,-11.3618,40.3549,89.0,AF,MZ,MZ-P,Mocímboa da Praia,no,FQMP,MZB,FQMP,,,https://en.wikipedia.org/wiki/Moc%C3%ADmboa_da_Praia_Airport,
2980,FQNP,medium_airport,Nampula Airport,-15.105600357055664,39.28179931640625,1444.0,AF,MZ,MZ-N,Nampula,yes,FQNP,APL,FQNP,,,https://en.wikipedia.org/wiki/Nampula_Airport,
2981,FQPB,medium_airport,Pemba Airport,-12.993302,40.524867,331.0,AF,MZ,MZ-P,Pemba,yes,FQPB,POL,FQPB,,,https://en.wikipedia.org/wiki/Pemba_Airport,Porto Amelia
2982,FQQL,medium_airport,Quelimane Airport,-17.855499267578125,36.86909866333008,36.0,AF,MZ,MZ-Q,Quelimane,yes,FQQL,UEL,FQQL,,,https://en.wikipedia.org/wiki/Quelimane_Airport,
2984,FQTT,medium_airport,Chingozi Airport,-16.104799270629883,33.64020156860352,525.0,AF,MZ,MZ-T,Tete,yes,FQTT,TET,FQTT,,,https://en.wikipedia.org/wiki/Chingozi_Airport,
2986,FQVL,medium_airport,Vilankulo Airport,-22.018400192260746,35.31330108642578,46.0,AF,MZ,MZ-I,Vilanculo,yes,FQVL,VNX,FQVL,,,https://en.wikipedia.org/wiki/Vilankulo_Airport,Vilanculos Airport
2993,FSIA,large_airport,Seychelles International Airport,-4.67434,55.521801,10.0,AF,SC,SC-20,Mahe Island,yes,FSIA,SEZ,FSIA,,https://seychellesairports.sc/,https://en.wikipedia.org/wiki/Seychelles_International_Airport,
2994,FSPP,medium_airport,Praslin Island Airport,-4.319256,55.691561,10.0,AF,SC,SC-14,Praslin Island,yes,FSPP,PRI,FSPP,,,https://en.wikipedia.org/wiki/Praslin_Island_Airport,
507351,FTFY,medium_airport,Ouadi Doum Air Base,18.52793,20.188644,1308.0,AF,TD,TD-EO,Wadi Doum,no,,,FTFY,,,,
2996,FTTC,medium_airport,Abeche Airport,13.847,20.844299,1788.0,AF,TD,TD-OD,Abeche,yes,FTTC,AEH,FTTC,,,https://en.wikipedia.org/wiki/Ab%C3%A9ch%C3%A9_Airport,
2997,FTTD,medium_airport,Moundou Airport,8.628503,16.074241,1407.0,AF,TD,TD-LO,Moundou,no,FTTD,MQQ,FTTD,,,https://en.wikipedia.org/wiki/Moundou_Airport,
2998,FTTJ,large_airport,N'Djamena International Airport,12.1337,15.034,968.0,AF,TD,TD-ND,N'Djamena,yes,FTTJ,NDJ,FTTJ,,,https://en.wikipedia.org/wiki/N'Djamena_International_Airport,Ndjamena Hassan Djamous
2999,FTTY,medium_airport,Faya-Largeau Airport,17.917101,19.111099,771.0,AF,TD,TD-BO,Faya-Largeau,no,FTTY,FYT,FTTY,,,https://en.wikipedia.org/wiki/Faya-Largeau_Airport,
3000,FVBU,medium_airport,Joshua Mqabuko Nkomo International Airport,-20.017401,28.617901,4359.0,AF,ZW,ZW-BU,Bulawayo,yes,,BUQ,FVJN,,,https://en.wikipedia.org/wiki/Joshua_Mqabuko_Nkomo_International_Airport,
3003,FVCZ,medium_airport,Buffalo Range Airport,-21.008101,31.5786,1421.0,AF,ZW,ZW-MV,Chiredzi,no,FVCZ,BFO,FVCZ,,https://www.caaz.co.zw/buffalo-range-airport,https://en.wikipedia.org/wiki/Buffalo_Range_Airport,
3004,FVFA,medium_airport,Victoria Falls International Airport,-18.09589958190918,25.839000701904297,3490.0,AF,ZW,ZW-MN,Victoria Falls,yes,FVFA,VFA,FVFA,,,https://en.wikipedia.org/wiki/Victoria_Falls_Airport,
3005,FVHA,large_airport,Robert Gabriel Mugabe International Airport,-17.931801,31.0928,4887.0,AF,ZW,ZW-HA,Harare,yes,,HRE,FVRG,,,https://en.wikipedia.org/wiki/Harare_International_Airport,"FVHA,Harare"
3006,FVKB,medium_airport,Kariba International Airport,-16.5198,28.885,1706.0,AF,ZW,ZW-MW,Kariba,no,FVKB,KAB,FVKB,,https://www.caaz.co.zw/kariba-airport,https://en.wikipedia.org/wiki/Kariba_Airport,
3008,FVMT,medium_airport,Mutoko Airport,-17.4319,32.184502,3950.0,AF,ZW,ZW-ME,Mutoko,no,,,FVMT,,,https://en.wikipedia.org/wiki/Mutoko_Airport,Mtoko
3010,FVMV,medium_airport,Masvingo International Airport,-20.0553,30.8591,3595.0,AF,ZW,ZW-MV,Masvingo,no,FVMV,MVZ,FVMV,,,https://en.wikipedia.org/wiki/Masvingo_Airport,
3013,FVTL,medium_airport,Gweru - Thornhill Air Base,-19.436718,29.861945,4680.0,AF,ZW,ZW-MI,Gweru,no,FVTL,GWE,FVTL,,,https://en.wikipedia.org/wiki/Gweru-Thornhill_Air_Base,
3014,FVWN,medium_airport,Hwange National Park Airport,-18.6299,27.021,3543.0,AF,ZW,ZW-MN,Gwayi River Farms,no,FVWN,HWN,FVWN,,,https://en.wikipedia.org/wiki/Hwange_National_Park_Airport,
3015,FWCL,medium_airport,Chileka International Airport,-15.679100036621094,34.9739990234375,2555.0,AF,MW,MW-BL,Blantyre,yes,FWCL,BLZ,FWCL,,,https://en.wikipedia.org/wiki/Chileka_International_Airport,
30602,FWDW,medium_airport,Dwangwa Airport,-12.517527,34.131877,1605.0,AF,MW,MW-NK,Dwangwa,no,FWDW,DWA,FWDW,,,https://en.wikipedia.org/wiki/Dwanga_Airport,
3016,FWKA,medium_airport,Karonga Airport,-9.953571,33.893264,1765.0,AF,MW,MW-KR,Karonga,no,FWKA,KGJ,FWKA,,,https://en.wikipedia.org/wiki/Karonga_Airport,
3018,FWKI,medium_airport,Kamuzu International Airport,-13.7894,33.780998,4035.0,AF,MW,MW-LI,Lumbadzi,yes,FWKI,LLW,FWKI,,,https://en.wikipedia.org/wiki/Kamuzu_International_Airport,"FWLI, Lilongwe International"
3020,FWUU,medium_airport,Mzuzu Airport,-11.4447,34.011799,4115.0,AF,MW,MW-MZ,Mzuzu,no,FWUU,ZZU,FWUU,,,https://en.wikipedia.org/wiki/Mzuzu_Airport,
3022,FXMM,medium_airport,Moshoeshoe I International Airport,-29.462299,27.5525,5348.0,AF,LS,LS-A,Mazenod,yes,FXMM,MSU,FXMM,,,https://en.wikipedia.org/wiki/Moshoeshoe_I_International_Airport,
3024,FYAR,medium_airport,Arandis Airport,-22.461875,14.979322,1905.0,AF,,NA-ER,Arandis,no,FYAR,ADI,FYAR,,,https://en.wikipedia.org/wiki/Arandis_Airport,
3026,FYGF,medium_airport,Grootfontein Airport,-19.6022,18.1227,4636.0,AF,,NA-OD,Grootfontein,no,FYGF,GFY,FYGF,,,https://en.wikipedia.org/wiki/Grootfontein_Air_Force_Base,
3027,FYKM,medium_airport,Katima Mulilo Airport,-17.634258,24.176688,3144.0,AF,,NA-CA,Mpacha,yes,FYKM,MPA,FYKM,,,https://en.wikipedia.org/wiki/Katima_Mulilo_Airport,FYMP
3028,FYKT,medium_airport,Keetmanshoop Airport,-26.539801,18.111401,3506.0,AF,,NA-KA,Keetmanshoop,no,FYKT,KMP,FYKT,,,https://en.wikipedia.org/wiki/Keetmanshoop_Airport,
3029,FYLZ,medium_airport,Luderitz Airport,-26.687400817871094,15.242899894714355,457.0,AF,,NA-KA,Luderitz,yes,FYLZ,LUD,FYLZ,,,https://en.wikipedia.org/wiki/L%C3%BCderitz_Airport,
3030,FYML,medium_airport,Mariental Airport,-24.6054,17.9254,3650.0,AF,,NA-HA,Mariental,no,,,FYML,,,https://en.wikipedia.org/wiki/Mariental_Airport,
3031,FYOA,medium_airport,Ondangwa Airport,-17.878201,15.9526,3599.0,AF,,NA-ON,Ondangwa,yes,FYOA,OND,FYOA,,,https://en.wikipedia.org/wiki/Ondangwa_Airport,
3032,FYOG,medium_airport,Oranjemund Airport,-28.5847,16.446699,14.0,AF,,NA-KA,Oranjemund,yes,FYOG,OMD,FYOG,,,https://en.wikipedia.org/wiki/Oranjemund_Airport,
3035,FYRU,medium_airport,Rundu Airport,-17.956499099731,19.719400405884,3627.0,AF,,NA-KE,Rundu,yes,FYRU,NDU,FYRU,,,"http://ourairports.com/airports/FYRU/#lat=-17.956499099731445,lon=19.71940040588379,zoom=13,type=Satellite,airport=FYRU",
3036,FYTM,medium_airport,Tsumeb Airport,-19.26189994812,17.732500076294,4353.0,AF,,NA-OT,Tsumeb,no,FYTM,TSB,FYTM,,,https://en.wikipedia.org/wiki/Tsumeb_Airport,
3037,FYWB,medium_airport,Walvis Bay Airport,-22.979332,14.647102,299.0,AF,,NA-ER,Rooikop,yes,FYWB,WVB,FYWB,,,https://en.wikipedia.org/wiki/Walvis_Bay_Airport,
3038,FYWE,medium_airport,Eros Airport,-22.612199783325195,17.080400466918945,5575.0,AF,,NA-KH,Windhoek,yes,FYWE,ERS,FYWE,,,https://en.wikipedia.org/wiki/Eros_Airport,
3039,FYWH,large_airport,Hosea Kutako International Airport,-22.4799,17.4709,5640.0,AF,,NA-KH,Windhoek,yes,FYWH,WDH,FYWH,,http://airports.com.na/,https://en.wikipedia.org/wiki/Windhoek_Hosea_Kutako_International_Airport,J.G. Strijdom Airport
3040,FZAA,large_airport,Ndjili International Airport,-4.38575,15.4446,1027.0,AF,CD,CD-KN,Kinshasa,yes,FZAA,FIH,FZAA,,,https://en.wikipedia.org/wiki/N%27djili_Airport,
3041,FZAB,medium_airport,Ndolo Airport,-4.32666015625,15.327500343323,915.0,AF,CD,CD-KN,N'dolo,no,FZAB,NLO,FZAB,,,https://en.wikipedia.org/wiki/N%27Dolo_Airport,N'Dolo Airport
3044,FZBO,medium_airport,Bandundu Airport,-3.31132,17.381701,1063.0,AF,CD,CD-KL,Bandundu,yes,FZBO,FDU,FZBO,,,https://en.wikipedia.org/wiki/Bandundu_Airport,
3045,FZCA,medium_airport,Kikwit Airport,-5.03577,18.785601,1572.0,AF,CD,CD-KL,Kikwit,yes,FZCA,KKW,FZCA,,,https://en.wikipedia.org/wiki/Kikwit_Airport,
3046,FZEA,medium_airport,Mbandaka Airport,0.0226000007242,18.2887001038,1040.0,AF,CD,CD-EQ,Mbandaka,yes,FZEA,MDK,FZEA,,,https://en.wikipedia.org/wiki/Mbandaka_Airport,
3047,FZFD,medium_airport,Gbadolite Airport,4.252745,20.975271,1509.0,AF,CD,CD-NU,Gbadolite,yes,FZFD,BDT,FZFD,,,https://en.wikipedia.org/wiki/Gbadolite_Airport,Moanda
3048,FZFK,medium_airport,Gemena Airport,3.23537,19.771299,1378.0,AF,CD,CD-SU,Gemena,yes,FZFK,GMA,FZFK,,,https://en.wikipedia.org/wiki/Gemena_Airport,
3050,FZGA,medium_airport,Lisala Airport,2.17066,21.496901,1509.0,AF,CD,CD-MO,Lisala,no,FZGA,LIQ,FZGA,,,https://en.wikipedia.org/wiki/Lisala_Airport,
3052,FZIC,medium_airport,Bangoka International Airport,0.481638997793,25.3379993439,1417.0,AF,CD,CD-TO,Kisangani,yes,FZIC,FKI,FZIC,,,https://en.wikipedia.org/wiki/Bangoka_International_Airport,
3053,FZJH,medium_airport,Matari Airport,2.82761,27.588301,2438.0,AF,CD,CD-HU,Isiro,yes,FZJH,IRP,FZJH,,,https://en.wikipedia.org/wiki/Matari_Airport,
3054,FZKA,medium_airport,Bunia Airport,1.565743,30.220685,4045.0,AF,CD,CD-IT,Bunia,yes,FZKA,BUX,FZKA,,,https://en.wikipedia.org/wiki/Bunia_Airport,
3055,FZKJ,medium_airport,Buta Zega Airport,2.818058,24.793997,1378.0,AF,CD,CD-BU,Buta,no,FZKJ,BZU,FZKJ,,,https://en.wikipedia.org/wiki/Buta_Zega_Airport,
3056,FZMA,medium_airport,Bukavu Kavumu Airport,-2.30898,28.8088,5643.0,AF,CD,CD-SK,Kamakombe,no,FZMA,BKY,FZMA,,,https://en.wikipedia.org/wiki/Kavumu_Airport,
3057,FZNA,medium_airport,Goma International Airport,-1.66617,29.237929,5089.0,AF,CD,CD-NK,Goma,yes,FZNA,GOM,FZNA,,,https://en.wikipedia.org/wiki/Goma_International_Airport,
3058,FZOA,medium_airport,Kindu Airport,-2.91917991638,25.9153995514,1630.0,AF,CD,CD-MA,Kindu,yes,FZOA,KND,FZOA,,,https://en.wikipedia.org/wiki/Kindu_Airport,
3059,FZQA,medium_airport,Lubumbashi International Airport,-11.5913000107,27.5308990479,4295.0,AF,CD,CD-HK,Lubumbashi,yes,FZQA,FBM,FZQA,,,https://en.wikipedia.org/wiki/Lubumbashi_International_Airport,
3060,FZQM,medium_airport,Kolwezi Airport,-10.7659,25.505699,5007.0,AF,CD,CD-LU,Kolwezi,yes,FZQM,KWZ,FZQM,,,https://en.wikipedia.org/wiki/Kolwezi_Airport,
3061,FZRF,medium_airport,Kalemie Airport,-5.87556,29.25,2569.0,AF,CD,CD-TA,Kalemie,yes,FZRF,FMI,FZRF,,,https://en.wikipedia.org/wiki/Kalemie_Airport,
3062,FZSA,medium_airport,Kamina Air Base,-8.64202,25.252899,3543.0,AF,CD,CD-HL,Lumwe,no,,,FZSA,,,https://en.wikipedia.org/wiki/Kamina_Air_Base,
3063,FZUA,medium_airport,Kananga Airport,-5.90005,22.4692,2139.0,AF,CD,CD-KC,Kananga,yes,FZUA,KGA,FZUA,,,https://en.wikipedia.org/wiki/Kananga_Airport,
3064,FZWA,medium_airport,Mbuji Mayi Airport,-6.121240139010001,23.5690002441,2221.0,AF,CD,CD-KE,Mbuji Mayi,yes,FZWA,MJM,FZWA,,,https://en.wikipedia.org/wiki/Mbuji_Mayi_Airport,
3066,GABS,large_airport,Modibo Keita International Airport,12.5335,-7.94994,1247.0,AF,ML,ML-2,Bamako,yes,GABS,BKO,GABS,,,https://en.wikipedia.org/wiki/Bamako%E2%80%93S%C3%A9nou_International_Airport,Senou Airport
3067,GAGO,medium_airport,Gao Airport,16.2484,-0.005456,870.0,AF,ML,ML-7,,yes,GAGO,GAQ,GAGO,,,https://en.wikipedia.org/wiki/Gao_International_Airport,
3068,GAKY,medium_airport,Kayes Dag Dag Airport,14.482473,-11.39971,164.0,AF,ML,ML-1,,no,GAKD,KYS,GAKD,,,https://en.wikipedia.org/wiki/Kayes_Airport,
3069,GAMB,medium_airport,Mopti Ambodédjo International Airport,14.5128,-4.07956,906.0,AF,ML,ML-5,Sévaré,yes,GAMB,MZI,GAMB,,,https://en.wikipedia.org/wiki/Mopti_Airport,Ambodedjo Airport
3071,GATB,medium_airport,Timbuktu Airport,16.730499,-3.00758,863.0,AF,ML,ML-7,Timbuktu,yes,GATB,TOM,GATB,,,https://en.wikipedia.org/wiki/Timbuktu_Airport,"Timbuctoo Airport, Tombouctou Airport, Tumbutu Airport, Tombouktou Airport"
3076,GBYD,large_airport,Banjul International Airport,13.338,-16.652201,95.0,AF,GM,GM-W,Yundum,yes,GBYD,BJL,GBYD,,,https://en.wikipedia.org/wiki/Banjul_International_Airport,Yundum international Airport
3077,GCFV,large_airport,Fuerteventura Airport,28.4527,-13.8638,85.0,AF,ES,ES-CN,El Matorral,yes,GCFV,FUE,GCFV,,https://www.aena.es/en/fuerteventura.html,https://en.wikipedia.org/wiki/Fuerteventura_Airport,
3079,GCHI,medium_airport,El Hierro Airport,27.8148,-17.8871,103.0,AF,ES,ES-CN,El Hierro Island,yes,GCHI,VDE,GCHI,,https://www.aena.es/en/el-hierro.html,https://en.wikipedia.org/wiki/El_Hierro_Airport,"Hierro,El Hierro"
3080,GCLA,medium_airport,La Palma Airport,28.626499,-17.7556,107.0,AF,ES,ES-CN,"Sta Cruz de la Palma, La Palma Island",yes,GCLA,SPC,GCLA,,https://www.aena.es/en/la-palma.html,https://en.wikipedia.org/wiki/La_Palma_Airport,
3081,GCLP,large_airport,Gran Canaria Airport,27.9319,-15.3866,78.0,AF,ES,ES-CN,Gran Canaria Island,yes,GCLP,LPA,GCLP,,https://www.aena.es/en/gran-canaria.html,https://en.wikipedia.org/wiki/Gran_Canaria_Airport,"Canary Islands, Las Palmas Airport, Gando Airport"
3082,GCRR,large_airport,César Manrique-Lanzarote Airport,28.945499,-13.6052,46.0,AF,ES,ES-CN,San Bartolomé,yes,GCRR,ACE,GCRR,,https://www.lanzaroteairport.info/barrier-free-disability-assistance-service/,https://en.wikipedia.org/wiki/Lanzarote_Airport,Arrecife Airport
3083,GCTS,large_airport,Tenerife Sur Airport,28.0445,-16.5725,209.0,AF,ES,ES-CN,Tenerife,yes,GCTS,TFS,GCTS,,https://www.aena.es/en/tenerife-sur.html,https://en.wikipedia.org/wiki/Tenerife%E2%80%93South_Airport,"Canary Islands, Reina Sofía, TCI, Tenerife South"
3084,GCXO,medium_airport,Tenerife Norte-Ciudad de La Laguna Airport,28.4827,-16.341499,2076.0,AF,ES,ES-CN,Tenerife,yes,GCXO,TFN,GCXO,,https://www.aena.es/en/tenerife-norte-ciudad-de-la-laguna.html,https://en.wikipedia.org/wiki/Los_Rodeos_Airport,"Canary Islands, Los Rodeos, TCI"
44554,GE-0007,medium_airport,Ozurgeti Air Base,41.9291,41.863499,,AS,GE,GE-GU,Ozurgeti,no,,,,,,,Meria Airport
44938,GE-0010,medium_airport,Senaki Air Base,42.2403057198,42.0454931259,,AS,GE,GE-SZ,Senaki,no,,,,,,,
3093,GEML,medium_airport,Melilla Airport,35.2798,-2.95626,156.0,AF,ES,ES-ML,Melilla,yes,GEML,MLN,GEML,,https://www.aena.es/en/melilla.html,https://en.wikipedia.org/wiki/Melilla_Airport,
31728,GFBO,medium_airport,Bo Airport,7.9444,-11.761,328.0,AF,SL,SL-S,Bo,no,GFBO,KBS,GFBO,,,https://en.wikipedia.org/wiki/Bo_Airport,
31741,GFKE,medium_airport,Kenema Airport,7.896364,-11.174126,485.0,AF,SL,SL-E,Kenema,no,GFKE,KEN,GFKE,,,https://en.wikipedia.org/wiki/Kenema_Airport,
3095,GFLL,large_airport,Lungi International Airport,8.61644,-13.1955,84.0,AF,SL,SL-N,Freetown (Lungi-Town),yes,GFLL,FNA,GFLL,,http://www.freetownairport.com/,https://en.wikipedia.org/wiki/Lungi_International_Airport,
